Year;Month;Zona Venta;Grupo Articulo;Clase Color/Clasif;Espesor.;MT3
2019;March;SUR PROVINCIA;PELIKANO;LLANO;18;47.9
2019;March;SUR PROVINCIA;PELIKANO;MADERA;15;82.3
2019;March;SUR PROVINCIA;PELIKANO;MADERA;18;203.4
2019;March;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;35.3
2019;March;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;243.2
2019;March;SUR PROVINCIA;PELIKANO RH;BLANCO;18;3.3
2019;March;SUR PROVINCIA;PELIKANO RH;BLANCO;36;0.8
2019;March;SUR PROVINCIA;PELIKANO RH;LLANO;15;0.1
2019;March;SUR PROVINCIA;PELIKANO RH;LLANO;18;11.2
2019;March;SUR PROVINCIA;PELIKANO RH;MADERA;18;1.5
2019;March;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;18;24.7
2019;March;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;36;0.2
2019;March;SUR PROVINCIA;PELIKANO MDF;BLANCO;18;0.4
2019;March;SUR PROVINCIA;PELIKANO MDF;LLANO;18;0.3
2019;March;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;31.9
2019;March;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;64.3
2019;March;SUR PROVINCIA;MDP NOVOPAN;CRUDO;18;9.1
2019;March;SUR PROVINCIA;MDP NOVOPAN;CRUDO;6;176.6
2019;March;SUR PROVINCIA;MDP NOVOPAN;CRUDO;9;39.7
2019;April;CENTRO LIMA;PELIKANO;BLANCO;15;23.9
2019;April;CENTRO LIMA;PELIKANO;BLANCO;18;265.9
2019;April;CENTRO LIMA;PELIKANO;BLANCO;25;12.1
2019;April;CENTRO LIMA;PELIKANO;BLANCO;6;2.7
2019;April;CENTRO LIMA;PELIKANO;LLANO;15;3
2019;April;CENTRO LIMA;PELIKANO;LLANO;18;34.5
2019;April;CENTRO LIMA;PELIKANO;LLANO;25;18.1
2019;April;CENTRO LIMA;PELIKANO;MADERA;18;277.3
2019;April;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;174.5
2019;April;CENTRO LIMA;PELIKANO RH;BLANCO;18;54.4
2019;April;CENTRO LIMA;PELIKANO RH;LLANO;18;19.3
2019;April;CENTRO LIMA;PELIKANO RH;MADERA;18;17.8
2019;April;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;22.8
2019;April;CENTRO LIMA;MDP NOVOPAN;CRUDO;12;21.7
2019;April;CENTRO LIMA;MDP NOVOPAN;CRUDO;15;10.5
2019;April;CENTRO LIMA;MDP NOVOPAN;CRUDO;18;6
2019;April;CENTRO PROVINCIA;PELIKANO;BLANCO;15;47.8
2019;April;CENTRO PROVINCIA;PELIKANO;BLANCO;18;157.1
2019;April;CENTRO PROVINCIA;PELIKANO;LLANO;15;3
2019;April;CENTRO PROVINCIA;PELIKANO;LLANO;18;17.1
2019;April;CENTRO PROVINCIA;PELIKANO;MADERA;15;6
2019;April;CENTRO PROVINCIA;PELIKANO;MADERA;18;126.3
2019;April;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;15;8.8
2019;April;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;18;77.9
2019;April;CENTRO PROVINCIA;PELIKANO RH;BLANCO;18;3
2019;April;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;12;17.4
2019;April;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;15;80.7
2019;April;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;6;5.4
2019;April;GRAN INDUSTRIA;PELIKANO;BLANCO;25;0.1
2019;April;GRAN INDUSTRIA;PELIKANO;BLANCO;36;0.4
2019;April;GRAN INDUSTRIA;PELIKANO RH;LLANO;18;5.5
2019;April;GRAN INDUSTRIA;PELIKANO RH;NUEVO COLOR;18;8.1
2019;April;NORTE LIMA;PELIKANO;BLANCO;15;17.9
2019;April;NORTE LIMA;PELIKANO;BLANCO;18;308.7
2019;April;NORTE LIMA;PELIKANO;BLANCO;25;3
2019;April;NORTE LIMA;PELIKANO;BLANCO;6;3.2
2019;April;NORTE LIMA;PELIKANO;LLANO;15;4.4
2019;April;NORTE LIMA;PELIKANO;LLANO;18;111.7
2019;April;NORTE LIMA;PELIKANO;LLANO;25;3
2019;April;NORTE LIMA;PELIKANO;MADERA;18;225.9
2019;April;NORTE LIMA;PELIKANO;NUEVO COLOR;18;197.8
2019;April;NORTE LIMA;PELIKANO RH;BLANCO;18;78.1
2019;April;NORTE LIMA;PELIKANO RH;LLANO;18;10.3
2019;April;NORTE LIMA;PELIKANO RH;MADERA;18;4.9
2019;April;NORTE LIMA;PELIKANO RH;MADERA;36;0.4
2019;April;NORTE LIMA;PELIKANO RH;NUEVO COLOR;18;41.8
2019;April;NORTE LIMA;PELIKANO RH;NUEVO COLOR;25;0.9
2019;April;NORTE LIMA;PELIKANO RH;NUEVO COLOR;36;0.4
2019;April;NORTE LIMA;PELIKANO MDF;LLANO;18;2.1
2019;April;NORTE LIMA;MDP NOVOPAN;CRUDO;12;0.2
2019;April;NORTE LIMA;MDP NOVOPAN;CRUDO;15;45.1
2019;April;NORTE LIMA;MDP NOVOPAN;CRUDO;18;8.9
2019;April;NORTE LIMA;MDP NOVOPAN;CRUDO;6;32.1
2019;April;NORTE LIMA;MDP NOVOPAN;CRUDO;9;2.8
2019;April;NORTE PROVINCIA;PELIKANO;BLANCO;18;379.2
2019;April;NORTE PROVINCIA;PELIKANO;LLANO;18;56.7
2019;April;NORTE PROVINCIA;PELIKANO;MADERA;18;272.1
2019;April;NORTE PROVINCIA;PELIKANO;NUEVO COLOR;18;316.6
2019;April;NORTE PROVINCIA;PELIKANO RH;BLANCO;18;38.5
2019;April;NORTE PROVINCIA;PELIKANO RH;LLANO;18;1.5
2019;April;NORTE PROVINCIA;PELIKANO RH;MADERA;18;6.8
2019;April;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;18;29.5
2019;April;NORTE PROVINCIA;PELIKANO MDF;BLANCO;18;0.5
2019;April;NORTE PROVINCIA;PELIKANO MDF;LLANO;18;0.5
2019;April;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;15;6
2019;April;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;18;16.6
2019;April;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;6;5.4
2019;April;NORTE PROVINCIA;MDP RH NOVOPAN;CRUDO;18;4.5
2019;April;RETAIL;PELIKANO;BLANCO;15;47.8
2019;April;RETAIL;PELIKANO;BLANCO;18;337.5
2019;April;RETAIL;PELIKANO;BLANCO;6;18.7
2019;April;RETAIL;PELIKANO;LLANO;18;187.3
2019;April;RETAIL;PELIKANO;LLANO;25;3
2019;April;RETAIL;PELIKANO;MADERA;18;694.9
2019;April;RETAIL;PELIKANO;NUEVO COLOR;18;488.7
2019;April;RETAIL;PELIKANO RH;BLANCO;18;232.7
2019;April;RETAIL;PELIKANO RH;LLANO;18;33.2
2019;April;RETAIL;PELIKANO RH;MADERA;18;30.2
2019;April;RETAIL;PELIKANO RH;NUEVO COLOR;18;54.4
2019;April;RETAIL;MDP NOVOPAN;CRUDO;12;18.8
2019;April;RETAIL;MDP NOVOPAN;CRUDO;15;22.4
2019;April;RETAIL;MDP RH NOVOPAN;CRUDO;18;6
2019;April;SUR LIMA;PELIKANO;BLANCO;15;29.4
2019;April;SUR LIMA;PELIKANO;BLANCO;18;1000.4
2019;April;SUR LIMA;PELIKANO;BLANCO;25;15.1
2019;April;SUR LIMA;PELIKANO;BLANCO;6;4.3
2019;April;SUR LIMA;PELIKANO;LLANO;18;203.5
2019;April;SUR LIMA;PELIKANO;LLANO;25;8.9
2019;April;SUR LIMA;PELIKANO;MADERA;18;1371.3
2019;April;SUR LIMA;PELIKANO;NUEVO COLOR;18;754.1
2019;April;SUR LIMA;PELIKANO RH;BLANCO;18;282.3
2019;April;SUR LIMA;PELIKANO RH;LLANO;18;13.6
2019;April;SUR LIMA;PELIKANO RH;MADERA;18;21.5
2019;April;SUR LIMA;PELIKANO RH;MADERA;36;0.2
2019;April;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;41.7
2019;April;SUR LIMA;PELIKANO RH;NUEVO COLOR;25;8.1
2019;April;SUR LIMA;PELIKANO RH;NUEVO COLOR;36;1.7
2019;April;SUR LIMA;PELIKANO MDF;LLANO;18;0.1
2019;April;SUR LIMA;MDP NOVOPAN;CRUDO;12;5.8
2019;April;SUR LIMA;MDP NOVOPAN;CRUDO;18;6
2019;April;SUR LIMA;MDP RH NOVOPAN;CRUDO;18;3
2019;April;SUR PROVINCIA;PELIKANO;BLANCO;15;17.9
2019;April;SUR PROVINCIA;PELIKANO;BLANCO;18;217.6
2019;April;SUR PROVINCIA;PELIKANO;LLANO;15;1.5
2019;April;SUR PROVINCIA;PELIKANO;LLANO;18;36.3
2019;April;SUR PROVINCIA;PELIKANO;MADERA;15;71.8
2019;April;SUR PROVINCIA;PELIKANO;MADERA;18;244.9
2019;April;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;62
2019;April;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;235.3
2019;April;SUR PROVINCIA;PELIKANO RH;BLANCO;18;13
2019;April;SUR PROVINCIA;PELIKANO MDF;LLANO;18;0.1
2019;April;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;23.2
2019;April;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;99.1
2019;April;SUR PROVINCIA;MDP NOVOPAN;CRUDO;6;125.8
2019;April;SUR PROVINCIA;MDP NOVOPAN;CRUDO;9;5.7
2019;May;CENTRO LIMA;PELIKANO;BLANCO;15;41.9
2019;May;CENTRO LIMA;PELIKANO;BLANCO;18;263.5
2019;May;CENTRO LIMA;PELIKANO;BLANCO;25;3
2019;May;CENTRO LIMA;PELIKANO;LLANO;18;71
2019;May;CENTRO LIMA;PELIKANO;LLANO;25;12.1
2019;May;CENTRO LIMA;PELIKANO;MADERA;15;3
2019;May;CENTRO LIMA;PELIKANO;MADERA;18;101.2
2019;May;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;173
2019;May;CENTRO LIMA;PELIKANO RH;BLANCO;18;86.1
2019;May;CENTRO LIMA;PELIKANO RH;LLANO;18;5.3
2019;May;CENTRO LIMA;PELIKANO RH;MADERA;18;29.5
2019;May;CENTRO LIMA;PELIKANO RH;MADERA;36;1.1
2019;May;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;21.2
2019;May;CENTRO LIMA;MDP NOVOPAN;CRUDO;12;2.9
2019;May;CENTRO LIMA;MDP NOVOPAN;CRUDO;15;6
2019;May;CENTRO LIMA;MDP NOVOPAN;CRUDO;18;39.3
2019;May;CENTRO LIMA;MDP NOVOPAN;CRUDO;25;21.1
2019;May;CENTRO LIMA;MDP RH NOVOPAN;CRUDO;18;3
2019;May;CENTRO PROVINCIA;PELIKANO;BLANCO;15;50.8
2019;May;CENTRO PROVINCIA;PELIKANO;BLANCO;18;99.7
2019;May;CENTRO PROVINCIA;PELIKANO;LLANO;15;26.9
2019;May;CENTRO PROVINCIA;PELIKANO;LLANO;18;25.7
2019;May;CENTRO PROVINCIA;PELIKANO;MADERA;15;12
2019;May;CENTRO PROVINCIA;PELIKANO;MADERA;18;79.9
2019;May;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;15;6.8
2019;May;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;18;94.4
2019;May;CENTRO PROVINCIA;PELIKANO RH;BLANCO;15;5.5
2019;May;CENTRO PROVINCIA;PELIKANO RH;BLANCO;18;3
2019;May;CENTRO PROVINCIA;PELIKANO RH;LLANO;18;6
2019;May;CENTRO PROVINCIA;PELIKANO RH;NUEVO COLOR;18;0.5
2019;May;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;12;17.4
2019;May;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;15;15
2019;May;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;6;5.4
2019;May;GRAN INDUSTRIA;PELIKANO;BLANCO;18;3
2019;May;GRAN INDUSTRIA;PELIKANO;LLANO;18;1.5
2019;May;GRAN INDUSTRIA;PELIKANO;MADERA;18;4.5
2019;May;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;18;10.6
2019;May;GRAN INDUSTRIA;PELIKANO RH;BLANCO;18;3
2019;May;GRAN INDUSTRIA;PELIKANO RH;NUEVO COLOR;18;4.4
2019;May;NORTE LIMA;PELIKANO;BLANCO;15;6
2019;May;NORTE LIMA;PELIKANO;BLANCO;18;311.2
2019;May;NORTE LIMA;PELIKANO;BLANCO;6;5.4
2019;May;NORTE LIMA;PELIKANO;LLANO;18;85.3
2019;May;NORTE LIMA;PELIKANO;MADERA;18;197.2
2019;May;NORTE LIMA;PELIKANO;MADERA;25;3
2019;May;NORTE LIMA;PELIKANO;NUEVO COLOR;18;209.1
2019;May;NORTE LIMA;PELIKANO RH;BLANCO;18;79.9
2019;May;NORTE LIMA;PELIKANO RH;LLANO;18;7.6
2019;May;NORTE LIMA;PELIKANO RH;LLANO;36;2.8
2019;May;NORTE LIMA;PELIKANO RH;MADERA;18;19.6
2019;May;NORTE LIMA;PELIKANO RH;NUEVO COLOR;18;22.6
2019;May;NORTE LIMA;PELIKANO MDF;BLANCO;18;2
2019;May;NORTE LIMA;MDP NOVOPAN;CRUDO;12;7
2019;May;NORTE LIMA;MDP NOVOPAN;CRUDO;15;40.4
2019;May;NORTE LIMA;MDP NOVOPAN;CRUDO;6;34.7
2019;May;NORTE LIMA;MDP NOVOPAN;CRUDO;9;2.8
2019;May;NORTE LIMA;MDP RH NOVOPAN;CRUDO;18;8
2019;May;NORTE PROVINCIA;PELIKANO;BLANCO;18;411.7
2019;May;NORTE PROVINCIA;PELIKANO;LLANO;18;92.9
2019;May;NORTE PROVINCIA;PELIKANO;MADERA;18;285.2
2019;May;NORTE PROVINCIA;PELIKANO;NUEVO COLOR;18;425.2
2019;May;NORTE PROVINCIA;PELIKANO RH;BLANCO;18;78.3
2019;May;NORTE PROVINCIA;PELIKANO RH;LLANO;18;7.6
2019;May;NORTE PROVINCIA;PELIKANO RH;MADERA;18;18.1
2019;May;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;18;29.5
2019;May;NORTE PROVINCIA;PELIKANO MDF;BLANCO;18;1.4
2019;May;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;12;4.4
2019;May;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;15;15
2019;May;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;18;6
2019;May;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;6;5.4
2019;May;RETAIL;PELIKANO;BLANCO;15;15
2019;May;RETAIL;PELIKANO;BLANCO;18;543.9
2019;May;RETAIL;PELIKANO;BLANCO;25;3
2019;May;RETAIL;PELIKANO;BLANCO;6;2.7
2019;May;RETAIL;PELIKANO;LLANO;15;3
2019;May;RETAIL;PELIKANO;LLANO;18;42.5
2019;May;RETAIL;PELIKANO;LLANO;25;3
2019;May;RETAIL;PELIKANO;MADERA;18;305.2
2019;May;RETAIL;PELIKANO;NUEVO COLOR;18;339.2
2019;May;RETAIL;PELIKANO RH;BLANCO;18;31.7
2019;May;RETAIL;PELIKANO RH;LLANO;15;0.8
2019;May;RETAIL;PELIKANO RH;LLANO;18;72.5
2019;May;RETAIL;PELIKANO RH;LLANO;25;0.9
2019;May;RETAIL;PELIKANO RH;MADERA;18;9.1
2019;May;RETAIL;PELIKANO RH;NUEVO COLOR;18;18.1
2019;May;RETAIL;PELIKANO RH;NUEVO COLOR;25;0.9
2019;May;RETAIL;MDP NOVOPAN;CRUDO;12;18.8
2019;May;RETAIL;MDP NOVOPAN;CRUDO;15;4.5
2019;May;RETAIL;MDP NOVOPAN;CRUDO;18;9.1
2019;May;RETAIL;MDP NOVOPAN;CRUDO;25;3
2019;May;RETAIL;MDP RH NOVOPAN;CRUDO;18;6
2019;May;SUR LIMA;PELIKANO;BLANCO;15;20.9
2019;May;SUR LIMA;PELIKANO;BLANCO;18;1170.5
2019;May;SUR LIMA;PELIKANO;BLANCO;25;12.1
2019;May;SUR LIMA;PELIKANO;BLANCO;6;7.3
2019;May;SUR LIMA;PELIKANO;LLANO;18;220.2
2019;May;SUR LIMA;PELIKANO;LLANO;25;3.5
2019;May;SUR LIMA;PELIKANO;MADERA;18;972.5
2019;May;SUR LIMA;PELIKANO;NUEVO COLOR;15;0.1
2019;May;SUR LIMA;PELIKANO;NUEVO COLOR;18;731.5
2019;May;SUR LIMA;PELIKANO RH;BLANCO;18;298.2
2019;May;SUR LIMA;PELIKANO RH;LLANO;18;18
2019;May;SUR LIMA;PELIKANO RH;MADERA;18;38
2019;May;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;47.5
2019;May;SUR LIMA;PELIKANO RH;NUEVO COLOR;25;0.3
2019;May;SUR LIMA;PELIKANO RH;NUEVO COLOR;36;4.3
2019;May;SUR LIMA;PELIKANO MDF;BLANCO;18;0.3
2019;May;SUR LIMA;MDP NOVOPAN;CRUDO;6;160.6
2019;May;SUR PROVINCIA;PELIKANO;BLANCO;15;41.9
2019;May;SUR PROVINCIA;PELIKANO;BLANCO;18;163.2
2019;May;SUR PROVINCIA;PELIKANO;LLANO;15;7.5
2019;May;SUR PROVINCIA;PELIKANO;LLANO;18;55.9
2019;May;SUR PROVINCIA;PELIKANO;MADERA;15;49.3
2019;May;SUR PROVINCIA;PELIKANO;MADERA;18;159.3
2019;May;SUR PROVINCIA;PELIKANO;MADERA;25;2
2019;May;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;65.2
2019;May;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;262.3
2019;May;SUR PROVINCIA;PELIKANO RH;BLANCO;18;22.7
2019;May;SUR PROVINCIA;PELIKANO RH;LLANO;18;6
2019;May;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;18;0.4
2019;May;SUR PROVINCIA;PELIKANO MDF;BLANCO;18;0.3
2019;May;SUR PROVINCIA;PELIKANO MDF;LLANO;18;0.5
2019;May;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;23.2
2019;May;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;38.9
2019;May;SUR PROVINCIA;MDP NOVOPAN;CRUDO;18;9.1
2019;May;SUR PROVINCIA;MDP NOVOPAN;CRUDO;6;18.7
2019;May;SUR PROVINCIA;MDP NOVOPAN;CRUDO;9;11.3
2019;May;SUR PROVINCIA;MDP RH NOVOPAN;CRUDO;18;3
2019;June;CENTRO LIMA;PELIKANO;BLANCO;15;17.9
2019;June;CENTRO LIMA;PELIKANO;BLANCO;18;307.6
2019;June;CENTRO LIMA;PELIKANO;BLANCO;6;5.4
2019;June;CENTRO LIMA;PELIKANO;LLANO;15;3
2019;June;CENTRO LIMA;PELIKANO;LLANO;18;50.7
2019;June;CENTRO LIMA;PELIKANO;MADERA;18;169.3
2019;June;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;223.8
2019;June;CENTRO LIMA;PELIKANO RH;BLANCO;18;96.5
2019;June;CENTRO LIMA;PELIKANO RH;LLANO;18;3
2019;June;CENTRO LIMA;PELIKANO RH;MADERA;18;16
2019;June;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;11.4
2019;June;CENTRO LIMA;MDP NOVOPAN;CRUDO;12;5.8
2019;June;CENTRO LIMA;MDP NOVOPAN;CRUDO;15;6
2019;June;CENTRO LIMA;MDP NOVOPAN;CRUDO;18;15.1
2019;June;CENTRO LIMA;MDP NOVOPAN;CRUDO;25;15.1
2019;June;CENTRO LIMA;MDP RH NOVOPAN;CRUDO;18;3
2019;June;CENTRO PROVINCIA;PELIKANO;BLANCO;15;38.9
2019;June;CENTRO PROVINCIA;PELIKANO;BLANCO;18;81.6
2019;June;CENTRO PROVINCIA;PELIKANO;LLANO;18;12.1
2019;June;CENTRO PROVINCIA;PELIKANO;LLANO;25;3
2019;June;CENTRO PROVINCIA;PELIKANO;MADERA;18;71.5
2019;June;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;15;7.5
2019;June;CENTRO PROVINCIA;PELIKANO;NUEVO COLOR;18;73.1
2019;June;CENTRO PROVINCIA;PELIKANO RH;BLANCO;15;0.5
2019;June;CENTRO PROVINCIA;PELIKANO RH;BLANCO;18;9.1
2019;June;CENTRO PROVINCIA;PELIKANO RH;LLANO;18;6
2019;June;CENTRO PROVINCIA;PELIKANO MDF;BLANCO;18;0.1
2019;June;CENTRO PROVINCIA;PELIKANO MDF;LLANO;18;0.1
2019;June;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;12;11.6
2019;June;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;15;98.7
2019;June;CENTRO PROVINCIA;MDP NOVOPAN;CRUDO;18;18.1
2019;June;GRAN INDUSTRIA;PELIKANO;BLANCO;15;2.6
2019;June;GRAN INDUSTRIA;PELIKANO;NUEVO COLOR;18;15.5
2019;June;GRAN INDUSTRIA;MDP RH NOVOPAN;CRUDO;18;3.3
2019;June;NORTE LIMA;PELIKANO;BLANCO;15;12.6
2019;June;NORTE LIMA;PELIKANO;BLANCO;18;193.4
2019;June;NORTE LIMA;PELIKANO;BLANCO;25;9.1
2019;June;NORTE LIMA;PELIKANO;LLANO;15;1.3
2019;June;NORTE LIMA;PELIKANO;LLANO;18;114.6
2019;June;NORTE LIMA;PELIKANO;LLANO;25;6
2019;June;NORTE LIMA;PELIKANO;MADERA;18;206.6
2019;June;NORTE LIMA;PELIKANO;NUEVO COLOR;18;247.5
2019;June;NORTE LIMA;PELIKANO;NUEVO COLOR;6;0.1
2019;June;NORTE LIMA;PELIKANO RH;BLANCO;18;89
2019;June;NORTE LIMA;PELIKANO RH;LLANO;18;10.7
2019;June;NORTE LIMA;PELIKANO RH;MADERA;18;12.5
2019;June;NORTE LIMA;PELIKANO RH;NUEVO COLOR;18;12.3
2019;June;NORTE LIMA;PELIKANO RH;NUEVO COLOR;36;0.8
2019;June;NORTE LIMA;MDP NOVOPAN;CRUDO;12;82.5
2019;June;NORTE LIMA;MDP NOVOPAN;CRUDO;15;81.8
2019;June;NORTE LIMA;MDP NOVOPAN;CRUDO;18;1.5
2019;June;NORTE LIMA;MDP RH NOVOPAN;CRUDO;18;38
2019;June;NORTE PROVINCIA;PELIKANO;BLANCO;15;3
2019;June;NORTE PROVINCIA;PELIKANO;BLANCO;18;371.6
2019;June;NORTE PROVINCIA;PELIKANO;LLANO;18;60.3
2019;June;NORTE PROVINCIA;PELIKANO;MADERA;18;263.1
2019;June;NORTE PROVINCIA;PELIKANO;NUEVO COLOR;18;343.5
2019;June;NORTE PROVINCIA;PELIKANO RH;BLANCO;18;48.3
2019;June;NORTE PROVINCIA;PELIKANO RH;LLANO;18;4.5
2019;June;NORTE PROVINCIA;PELIKANO RH;MADERA;18;13.6
2019;June;NORTE PROVINCIA;PELIKANO RH;NUEVO COLOR;18;27.2
2019;June;NORTE PROVINCIA;PELIKANO MDF;BLANCO;18;0.5
2019;June;NORTE PROVINCIA;PELIKANO MDF;LLANO;18;0.1
2019;June;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;15;6
2019;June;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;18;3
2019;June;NORTE PROVINCIA;MDP NOVOPAN;CRUDO;6;2.7
2019;June;NORTE PROVINCIA;MDP RH NOVOPAN;CRUDO;18;0.8
2019;June;RETAIL;PELIKANO;BLANCO;18;287.1
2019;June;RETAIL;PELIKANO;BLANCO;6;2.7
2019;June;RETAIL;PELIKANO;LLANO;18;96.7
2019;June;RETAIL;PELIKANO;MADERA;18;517.5
2019;June;RETAIL;PELIKANO;NUEVO COLOR;18;341.7
2019;June;RETAIL;PELIKANO RH;BLANCO;18;140.5
2019;June;RETAIL;PELIKANO RH;LLANO;18;48.3
2019;June;RETAIL;PELIKANO RH;MADERA;18;24.2
2019;June;RETAIL;PELIKANO RH;NUEVO COLOR;18;21.1
2019;June;RETAIL;MDP NOVOPAN;CRUDO;12;2.9
2019;June;RETAIL;MDP NOVOPAN;CRUDO;15;1.5
2019;June;RETAIL;MDP NOVOPAN;CRUDO;18;6
2019;June;SUR LIMA;PELIKANO;BLANCO;15;29.3
2019;June;SUR LIMA;PELIKANO;BLANCO;18;1232.1
2019;June;SUR LIMA;PELIKANO;BLANCO;25;15.1
2019;June;SUR LIMA;PELIKANO;BLANCO;6;6
2019;June;SUR LIMA;PELIKANO;LLANO;15;3
2019;June;SUR LIMA;PELIKANO;LLANO;18;216.9
2019;June;SUR LIMA;PELIKANO;LLANO;25;15.1
2019;June;SUR LIMA;PELIKANO;MADERA;18;880.7
2019;June;SUR LIMA;PELIKANO;NUEVO COLOR;18;642.3
2019;June;SUR LIMA;PELIKANO RH;BLANCO;18;276.8
2019;June;SUR LIMA;PELIKANO RH;LLANO;18;20
2019;June;SUR LIMA;PELIKANO RH;MADERA;18;65.5
2019;June;SUR LIMA;PELIKANO RH;NUEVO COLOR;18;38.8
2019;June;SUR LIMA;PELIKANO MDF;BLANCO;18;1
2019;June;SUR LIMA;MDP NOVOPAN;CRUDO;12;92.7
2019;June;SUR LIMA;MDP NOVOPAN;CRUDO;18;30.2
2019;June;SUR LIMA;MDP NOVOPAN;CRUDO;25;9.1
2019;June;SUR LIMA;MDP RH NOVOPAN;CRUDO;18;9.6
2019;June;SUR PROVINCIA;PELIKANO;BLANCO;15;53.8
2019;June;SUR PROVINCIA;PELIKANO;BLANCO;18;202.4
2019;June;SUR PROVINCIA;PELIKANO;LLANO;15;6
2019;June;SUR PROVINCIA;PELIKANO;LLANO;18;39.3
2019;June;SUR PROVINCIA;PELIKANO;MADERA;15;41.9
2019;June;SUR PROVINCIA;PELIKANO;MADERA;18;157.4
2019;June;SUR PROVINCIA;PELIKANO;NUEVO COLOR;15;69.5
2019;June;SUR PROVINCIA;PELIKANO;NUEVO COLOR;18;244.9
2019;June;SUR PROVINCIA;PELIKANO RH;BLANCO;18;11.3
2019;June;SUR PROVINCIA;PELIKANO RH;MADERA;18;6.3
2019;June;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;18;1.3
2019;June;SUR PROVINCIA;PELIKANO RH;NUEVO COLOR;36;5.3
2019;June;SUR PROVINCIA;PELIKANO MDF;LLANO;18;0.6
2019;June;SUR PROVINCIA;MDP NOVOPAN;CRUDO;12;43.5
2019;June;SUR PROVINCIA;MDP NOVOPAN;CRUDO;15;66.6
2019;June;SUR PROVINCIA;MDP NOVOPAN;CRUDO;18;3
2019;June;SUR PROVINCIA;MDP NOVOPAN;CRUDO;6;58.9
2019;June;SUR PROVINCIA;MDP NOVOPAN;CRUDO;9;25.5
2019;July;CENTRO LIMA;PELIKANO;BLANCO;15;9
2019;July;CENTRO LIMA;PELIKANO;BLANCO;18;380.8
2019;July;CENTRO LIMA;PELIKANO;BLANCO;25;9.1
2019;July;CENTRO LIMA;PELIKANO;BLANCO;6;2.7
2019;July;CENTRO LIMA;PELIKANO;LLANO;15;6
2019;July;CENTRO LIMA;PELIKANO;LLANO;18;28.7
2019;July;CENTRO LIMA;PELIKANO;MADERA;15;3
2019;July;CENTRO LIMA;PELIKANO;MADERA;18;154
2019;July;CENTRO LIMA;PELIKANO;NUEVO COLOR;18;197.9
2019;July;CENTRO LIMA;PELIKANO RH;BLANCO;18;51.4
2019;July;CENTRO LIMA;PELIKANO RH;LLANO;18;15.1
2019;July;CENTRO LIMA;PELIKANO RH;MADERA;18;21.1
2019;July;CENTRO LIMA;PELIKANO RH;MADERA;36;1.9
2019;July;CENTRO LIMA;PELIKANO RH;NUEVO COLOR;18;34.2
2019;July;CENTRO LIMA;MDP NOVOPAN;CRUDO;12;14.5
